codigo_ibge,nome,idBairro
3541703,Aracruz,80
2800308,Cachoeira Paulista,81
3201506,Dores do Turvo,82
3541653,São Gonçalo do Pará,83
2800308,Presidente Dutra,84
3201605,Correntes,85
2200301,Capitão Enéas,86
3541653,São Sebastião do Caí,87
2200277,José Gonçalves de Minas,88
3201506,Lupionópolis,89
3201506,Bom Jesus do Tocantins,90
3201704,Urubici,91
3201506,Santa Rosa de Lima,92
3541653,Umbuzeiro,93
3541901,Setubinha,94
3541653,Cerrito,95
1600238,Pilar,96
2200053,Cafarnaum,97
3201605,Tabuleiro,98
3201506,Presidente Juscelino,99
3541802,General Salgado,100
2800308,Jaíba,101
3201704,Jequitibá,102
1600105,Cristal do Sul,103
1600253,Palmas de Monte Alto,104
2200202,Araras,105
3541653,Sousa,106
3201506,Catunda,107
3201506,Holambra,108
3201506,Campina das Missões,109
3201605,Guarulhos,110
3541505,Rio Grande,111
2200202,Desterro,112
2200301,Queimadas,113
2800605,Cidreira,114
2200251,Utinga,115
2800407,Oriente,116
2200251,Santa Rita do Itueto,117
3541703,Manacapuru,118
1600253,Francisco Sá,119
2800308,São João do Oeste,120
1600204,Magalhães de Almeida,121
3541802,Tapauá,122
3541604,Vila Nova dos Martírios,123
3201506,Morro Agudo de Goiás,124
1600212,Inocência,125
3201407,Planalto da Serra,126
2200103,Santana do Matos,127
1600204,Iraquara,128
3201407,Fortuna de Minas,129
2800506,Brejo de Areia,130
2800506,Urânia,131
2800506,Aurora do Pará,132
2200277,Santa Cruz de Monte Castelo,133
2200053,Piranguinho,134
1600204,Cansanção,135
2200277,Barreiras,136
2800209,Jaú do Tocantins,137
1600105,Goiatins,138
3201209,Campestre de Goiás,139
2800407,Campos Lindos,140
2200053,São José do Xingu,141
1600212,Serafina Corrêa,142
2800506,Morretes,143
2200301,Caraúbas do Piauí,144
2200053,Nova Prata do Iguaçu,145
3201209,Santo Antônio do Descoberto,146
3541604,Valparaíso de Goiás,147
2200053,Peixe-Boi,148
2200202,Santa Maria,149
2800209,Guará,150
2200103,Bom Jesus,151
3201605,Pedro Avelino,152
2800209,Princesa,153
2800506,Simão Dias,154
2200053,São Domingos do Sul,155
2800308,Abre Campo,156
2800308,Bocaina,157
3541505,Lagoa Santa,158
3541703,Sete Lagoas,159
1600253,Regente Feijó,160
2200251,Dom Viçoso,161
2200277,Neópolis,162
3541505,Santa Cecília do Pavão,163
2800209,Fortaleza,164
2800308,Caldazinha,165
1600238,Goioxim,166
3541703,Ipiranga do Piauí,167
3201704,São José das Missões,168
3201308,Nova Andradina,169
3541703,Umirim,170
2800605,Pedrinhas,171
2200053,Jaguariaíva,172
3541604,Jeremoabo,173
2200103,Jaguaribara,174
3201209,Bonito,175
2200277,Buerarema,176
1600204,Teresina,177
3541653,Mata de São João,178
1600253,Maiquinique,179
3541901,Equador,180
3541901,Prainha,181
1600212,Arroio do Padre,182
1600253,Treze Tílias,183
3541653,Guia Lopes da Laguna,184
3201209,Anahy,185
3201308,Santa Maria do Pará,186
1600253,Formosa do Sul,187
3541802,Santa Cruz,188
2200053,São João,189
1600238,Sapucaí-Mirim,190
1600105,Presidente Prudente,191
2200202,Macau,192
1600238,Rio das Flores,193
3201506,Brás Pires,194
2200053,Santa Cruz da Vitória,195
3201704,São Vicente de Minas,196
2800308,Parnarama,197
2200202,Morada Nova de Minas,198
2800407,São Félix do Piauí,199
3541802,Três Passos,200
2200103,Costa Rica,201
1600212,Americana,202
3201209,Palmeiras do Tocantins,203
2200277,Queimada Nova,204
1600212,Palmas,205
1600238,Santana do Jacaré,206
3201407,Bela Vista do Toldo,207
2800506,Nova Alvorada do Sul,208
1600253,Quatro Barras,209
3541604,Ibitiúra de Minas,210
2200103,Jundiá,211
2800605,Oeiras do Pará,212
3201308,Rio Verde,213
1600204,Barra,214
3541802,Santana do Cariri,215
3541802,Rosário do Sul,216
2800506,São José da Lagoa Tapada,217
3201605,Ipirá,218
2800308,Fernando Prestes,219
2200202,Campos Belos,220
1600212,Santa Luzia do Pará,221
2200202,São Nicolau,222
3541505,Tanque do Piauí,223
1600238,Lassance,224
2200277,Uberlândia,225
2200251,Itajuípe,226
3201308,Alpinópolis,227
3201308,Paraíba do Sul,228
3201308,Macieira,229
2200053,Bezerros,230
1600204,Belmonte,231
2200053,Coração de Jesus,232
3541703,Uarini,233
3201605,Lagoa Real,234
1600212,Alagoa,235
1600105,Tarumã,236
1600212,Braúna,237
3541505,Itainópolis,238
2200301,Caldas Brandão,239
3201506,Pedro Alexandre,240
1600212,Pedro Teixeira,241
3541703,Alterosa,242
2800506,Tejuçuoca,243
2800506,Jales,244
2200103,Viçosa,245
3541653,Mãe d'Água,246
3541901,Belford Roxo,247
3201209,Engenheiro Paulo de Frontin,248
2800308,Turiaçu,249
3541703,Passo de Camaragibe,250
2800605,Urbano Santos,251
1600253,Paraná,252
2200053,Brusque,253
2800605,Maruim,254
1600238,Paranã,255
2200202,Barras,256
1600105,Ribeirão do Largo,257
3201407,Assis Brasil,258
3541505,Itinga do Maranhão,259
2800506,Campos Novos,260
3541604,Cajamar,261
2800407,Alvorada do Gurguéia,262
3201704,Pauini,263
2800308,Floresta,264
3201704,Tenório,265
3201308,Conceição do Almeida,266
2200301,Brejinho de Nazaré,267
1600238,Maracajá,268
3201407,Parapuã,269
3201704,Goianésia,270
2200301,Catas Altas da Noruega,271
3201506,Pindorama do Tocantins,272
1600105,Itacajá,273
1600253,Granjeiro,274
3541653,Morro do Chapéu do Piauí,275
2800407,Santo Inácio,276
2200053,Paripueira,277
3201308,Rondon do Pará,278
3201704,Barrocas,279
1600212,Timbiras,280
2200301,Nossa Senhora dos Remédios,281
1600204,Nova Canaã,282
1600253,Alto Alegre do Pindaré,283
1600204,Sandovalina,284
3201704,Cassilândia,285
2200277,Cabaceiras do Paraguaçu,286
1600238,Taperoá,287
3201605,Três de Maio,288
1600204,São Miguel do Oeste,289
1600105,Humberto de Campos,290
2800506,Reserva,291
1600238,Baependi,292
3541901,Aiuaba,293
3201407,Mendes,294
2200103,Vargem Grande do Sul,295
2800506,Lajes,296
2200202,Estreito,297
3201506,Acarape,298
3541653,Alexandria,299
3541653,Quipapá,300
2200103,Miguelópolis,301
3201506,Nova Floresta,302
1600105,Irapuru,303
3541703,Barroso,304
3541901,São Domingos do Azeitão,305
3201308,Caiçara do Norte,306
2800506,Santana dos Montes,307
2200301,São José dos Pinhais,308
3201209,Xapuri,309
2800308,Campanha,310
2800209,Porto dos Gaúchos,311
2200053,Quixelô,312
2200053,Gameleiras,313
2200301,Santa Maria da Vitória,314
2200202,Cafelândia,315
1600204,Nova Independência,316
2200202,Ibiraci,317
3541802,Quissamã,318
2200103,Rio Pardo,319
2200251,Belo Vale,320
3541505,Frutuoso Gomes,321
3201506,Nova Olímpia,322
3541604,Paraíso das Águas,323
3541901,Volta Grande,324
2800407,Petrópolis,325
2200251,Presidente Bernardes,326
3201209,Faxinalzinho,327
2200103,Nazarezinho,328
1600204,Ipojuca,329
1600238,Alto Alegre do Maranhão,330
3541703,Canindé de São Francisco,331
1600204,Santa Rita d'Oeste,332
3201605,Governador Nunes Freire,333
2200277,Capitão de Campos,334
3201605,Altair,335
2200277,São José,336
3201209,Piancó,337
3201308,Barão de Monte Alto,338
1600204,Pirambu,339
1600253,Timbó Grande,340
2800506,Governador Eugênio Barros,341
1600204,Chiador,342
2200301,Planaltina,343
2200301,Novo Cabrais,344
3201209,Gastão Vidigal,345
1600238,Sítio Novo do Tocantins,346
3201506,Santa Leopoldina,347
2800209,Diadema,348
3541653,Boquira,349
2200277,Monte Belo do Sul,350
2800506,Aral Moreira,351
1600204,Mataraca,352
2800506,Medicilândia,353
3201308,Santa Izabel do Pará,354
3541802,Redenção,355
2200301,Santo Antônio de Pádua,356
3541802,Castelo,357
3541703,Laranjal,358
2200251,Brejinho,359
2800506,Aricanduva,360
3201506,Guaraciama,361
2200277,Pojuca,362
2800506,Fortaleza dos Nogueiras,363
1600212,Marcos Parente,364
3541604,São José de Caiana,365
3201506,São Miguel das Missões,366
2200301,Rio do Fogo,367
2800308,Ibirapitanga,368
3541703,Igrejinha,369
3541802,Palotina,370
3541802,São Francisco de Paula,371
3541505,Ouvidor,372
3201605,Cássia dos Coqueiros,373
2800407,São Julião,374
2800407,Colatina,375
3541703,Água Doce,376
1600105,Cachoeira Alta,377
2800308,Luislândia,378
3201407,Ilópolis,379
3201605,Ibitinga,380
2800209,Onda Verde,381
2200251,Amorinópolis,382
2200053,Lagoa do Carro,383
3541703,Francisco Ayres,384
3201308,Amambai,385
2200053,Carvalhópolis,386
3201407,Presidente Juscelino,387
2200251,Vera Cruz,388
1600212,Quixaba,389
3541703,Acorizal,390
3201506,Marilac,391
2200277,Bilac,392
2800605,Governador Jorge Teixeira,393
3201407,Bodocó,394
2800506,Barra do Chapéu,395
1600238,União da Vitória,396
3541901,Mafra,397
2800506,Esperança,398
2800506,Santa Isabel do Ivaí,399
2200202,Alagoinha do Piauí,400
3201407,Tenente Ananias,401
3201506,Pracuúba,402
1600238,Icatu,403
1600204,Itororó,404
2200301,Maria Helena,405
2800209,Junqueirópolis,406
3541802,Itiruçu,407
2200103,Formoso,408
3541703,Conceição do Pará,409
3201506,Mansidão,410
3201506,Aratuípe,411
2200103,Santa Maria,412
2200277,Visconde do Rio Branco,413
3201704,São Bentinho,414
3201308,Capão do Cipó,415
3201704,Cacimbinhas,416
3201407,Avanhandava,417
2200103,Novo Alegre,418
3541604,Santa Rosa do Sul,419
2800605,Barão de Grajaú,420
2200251,Silvanópolis,421
3201407,Bom Jesus do Sul,422
2800209,Caravelas,423
2200053,Nossa Senhora das Graças,424
3201308,Brejo dos Santos,425
2200053,Céu Azul,426
3201704,Canaã dos Carajás,427
3541901,Conceição do Tocantins,428
2200277,Japurá,429
3541653,Nova Guataporanga,430
3541802,Anita Garibaldi,431
2200251,Itatim,432
3541604,Curionópolis,433
3201506,Senador Pompeu,434
3201704,Diogo de Vasconcelos,435
1600238,Caetés,436
2800506,Vigia,437
2200251,Abatiá,438
2200103,Terra Alta,439
1600105,Inhumas,440
2800209,São Paulo de Olivença,441
3201308,Vitória,442
3201506,Itaí,443
3201704,Chapadinha,444
3541505,Igaratinga,445
1600204,Capim Branco,446
3541802,Conceição do Rio Verde,447
3541505,Madre de Deus,448
1600253,Cocalzinho de Goiás,449
3541653,Sete de Setembro,450
2200053,Rubim,451
3541505,Jardim do Mulato,452
2800605,Araçariguama,453
2200103,Jacaraci,454
1600253,Mossâmedes,455
2200301,Itapecerica,456
2200202,Barra de Santa Rosa,457
2200202,Pejuçara,458
2200301,Nova Roma do Sul,459
3541802,Inhaúma,460
3201605,Tufilândia,461
2800209,Cabeceiras,462
3541901,Pirajuba,463
2200202,Dom Silvério,464
3201704,Madeiro,465
3201704,Lagoa Alegre,466
2800407,Santa Cruz do Escalvado,467
2200277,Nova Cruz,468
3201704,Xique-Xique,469
2200251,Pirapemas,470
2800605,Iperó,471
3541505,São Vicente do Seridó,472
3541901,Sítio do Mato,473
2800506,Indiaporã,474
2800209,Enéas Marques,475
3541703,Olho-d'Água do Borges,476
3201605,Piçarra,477
3541802,Delta,478
2800605,Rio Azul,479
1600253,São Miguel do Tocantins,480
2800605,Buritama,481
3201704,Maravilha,482
1600212,Atilio Vivacqua,483
3541901,Lagoa de Dentro,484
1600204,Paulistana,485
3201605,Xinguara,486
2800209,Alvorada D'Oeste,487
3541802,Coronel Domingos Soares,488
2200202,Saquarema,489
3541901,Paraisópolis,490
3201308,Planalto Alegre,491
3541604,Seara,492
2800605,Bonito,493
2800209,Lavras da Mangabeira,494
3541802,Itaipulândia,495
2200251,Pocrane,496
3541901,Porto Seguro,497
2800308,Palmeirândia,498
2200277,Potim,499
2800209,Antônio João,500
3541703,Itabirito,501
3541802,Araçu,502
3541505,Aparecida do Taboado,503
1600253,Venturosa,504
2200053,Mandirituba,505
3541505,Jandira,506
2800407,Córrego Danta,507
3541703,Piedade de Ponte Nova,508
3541604,Itaquiraí,509
2800209,Ibirama,510
2800308,Itapecuru Mirim,511
3201407,Veríssimo,512
3541901,Guamaré,513
2800506,Conceição das Pedras,514
3541901,Nova Bréscia,515
1600238,Pedro Velho,516
2800605,Assaí,517
1600204,Pilão Arcado,518
2800209,Ladário,519
3541604,Luziânia,520
1600253,Inajá,521
2800506,Palmeiras,522
3541802,Mesquita,523
2800605,Itambacuri,524
3201704,Dormentes,525
2200301,Suzano,526
3201308,Congonhas do Norte,527
2200202,Papanduva,528
1600105,Sandolândia,529
3541802,Senhora do Porto,530
1600105,Timbaúba dos Batistas,531
2200251,Mairipotaba,532
1600212,Sítio Novo,533
2800605,Santa Maria do Herval,534
1600253,Murici,535
1600204,Alfredo Vasconcelos,536
3201407,João Neiva,537
2800209,Palmeirais,538
2200301,Monção,539
2200251,Catarina,540
1600238,Flora Rica,541
2200277,Rolim de Moura,542
1600105,Jesuânia,543
3201605,Anamã,544
3201209,Pouso Redondo,545
2800605,Nova Esperança do Sul,546
2200251,Cuité,547
3541505,Luzerna,548
3541703,Imbituva,549
1600238,Estância Velha,550
2200277,Irituia,551
2800407,Morpará,552
1600204,Tupaciguara,553
3201209,Rio Bananal,554
3201605,Ribeira do Pombal,555
1600253,Santana do Manhuaçu,556
2200103,Floreal,557
3541604,Jacutinga,558
2200103,Mostardas,559
2800209,Nova Mamoré,560
3201209,Sacramento,561
3201407,São Lourenço do Oeste,562
1600204,Prata,563
1600105,Itobi,564
3201704,Boqueirão do Leão,565
2800407,Jauru,566
3541653,Altaneira,567
2200202,Itatiba do Sul,568
1600212,Nova Iorque,569
3541604,Meridiano,570
1600253,Wall Ferraz,571
2200103,Gandu,572
2800407,Lajedo do Tabocal,573
2800407,Aurora,574
2200202,Vargem Grande Paulista,575
3201308,Anajás,576
3541901,Cruzeiro do Sul,577
2200103,São Felipe,578
2200202,Tavares,579
3541505,Crisólita,580
3541802,Morro Grande,581
3541604,Caracol,582
2200202,Erval Seco,583
1600238,Aporé,584
2200301,Barreiras do Piauí,585
2800605,Campo do Tenente,586
2200202,Presidente Alves,587
3541505,Goianésia do Pará,588
3201209,Catu,589
1600238,Capinópolis,590
3201209,Tesouro,591
3541901,Goiás,592
2800605,Indiara,593
2200202,Calçado,594
3201308,Nova Nazaré,595
2200251,Primavera do Leste,596
2200103,Santa Terezinha,597
3201209,São José do Hortêncio,598
2200251,Jatobá,599
1600204,Rodeio Bonito,600
3541653,Água Comprida,601
3541653,Balsa Nova,602
2800308,Araçagi,603
3541703,Luzinópolis,604
3201506,Baraúna,605
1600212,Rubelita,606
3541703,Jaguapitã,607
1600204,Goiatuba,608
2800605,Machado,609
2800407,São João da Boa Vista,610
2200301,Flores do Piauí,611
3201407,Miravânia,612
3201209,Angico,613
1600105,Normandia,614
1600238,Pirangi,615
3541703,Delmiro Gouveia,616
3541703,Arapongas,617
2200301,Araricá,618
2200251,Sussuapara,619
2200103,Maurilândia do Tocantins,620
2200202,Trairão,621
3541604,São João da Varjota,622
2800308,Braço do Norte,623
3541901,Mesquita,624
2200103,Araraquara,625
2200251,Cordeiro,626
3541703,General Maynard,627
1600105,Denise,628
1600238,Formosa do Rio Preto,629
2800506,Cabixi,630
3541802,Marcelino Vieira,631
1600212,Rio das Antas,632
3201605,Boa Esperança do Sul,633
2200053,Pilar do Sul,634
3541653,São João das Duas Pontes,635
3541901,Juiz de Fora,636
1600253,São Bernardo,637
1600204,Itaobim,638
2200277,São José do Cedro,639
3201209,Várzea Branca,640
3541653,Piripá,641
2800407,Angelina,642
2800308,Guaratuba,643
1600204,Santa Tereza,644
2200202,Ubatuba,645
3201605,Jacuizinho,646
3201704,Landri Sales,647
2200277,Milagres do Maranhão,648
2800407,Joviânia,649
2800308,São Gabriel da Cachoeira,650
3201308,Senador La Rocque,651
2200277,Tapiramutá,652
3541604,Guaramirim,653
1600253,Moiporá,654
2200053,Nova Cantu,655
1600204,São Luiz do Norte,656
3201704,Entre Rios de Minas,657
1600105,São Bento do Tocantins,658
2800308,Alto Garças,659
3541802,Santo Antônio do Paraíso,660
3541604,Capela do Alto,661
3201407,Rio dos Índios,662
3541703,Inhapim,663
3541703,São Domingos das Dores,664
3541901,Ribeirão das Neves,665
2800605,Serrolândia,666
2800407,Itapejara d'Oeste,667
3201308,Tangará,668
1600238,Ubajara,669
1600204,Ubaíra,670
2200202,Capitão,671
2200251,Paes Landim,672
2800209,Reriutaba,673
3201506,Foz do Iguaçu,674
1600253,Água Preta,675
2200301,Estrela Dalva,676
3541604,Rio Branco do Sul,677
3541802,Contagem,678
3201308,Uruaçu,679
2800407,Pouso Alegre,680
2200251,Ponto Belo,681
1600204,Torrinha,682
3201407,Nova Araçá,683
2800605,Colina,684
2200277,Almeirim,685
2200103,Jitaúna,686
3541703,Novo Oriente,687
2200053,Itaju,688
2800209,Martinópole,689
2200277,Campo Belo,690
3201605,Caputira,691
3201209,Vila Boa,692
3541802,Boa Vista,693
3541802,Navegantes,694
1600212,Nova Canaã do Norte,695
2200277,Santa Maria da Serra,696
2200301,Cianorte,697
1600204,Guiricema,698
3201605,Nova Tebas,699
2200277,Gouvelândia,700
2800605,Itaubal,701
3201308,Jequeri,702
2200277,Senador Canedo,703
1600253,Mandaguari,704
3541703,Rosário do Ivaí,705
3541604,Boquim,706
2200251,Santa Cruz de Minas,707
1600253,Sant'Ana do Livramento,708
2200251,Mari,709
3201605,Balneário Gaivota,710
3541604,Anhumas,711
2800209,Pimenteiras,712
3541653,Coronel Barros,713
3541604,Janduís,714
2200053,Iapu,715
1600212,Galvão,716
2800605,Ilhéus,717
2800605,Tabatinga,718
3541604,Prados,719
2200277,Santa Terezinha de Itaipu,720
2800407,Nova Alvorada,721
2200277,Petrolândia,722
1600253,Pilar de Goiás,723
3541505,Mira Estrela,724
3541653,São José de Espinharas,725
1600212,Vicente Dutra,726
1600105,Manari,727
3201308,Paraopeba,728
2800407,Lagoa dos Três Cantos,729
1600253,Cachoeira de Pajeú,730
1600105,Jaborandi,731
2200301,Santana do Riacho,732
3201209,Juarina,733
3541653,Mariluz,734
1600253,Ibiquera,735
2200301,São José do Cerrito,736
3541604,Goiânia,737
1600238,Poço Redondo,738
2800308,Duque Bacelar,739
3541505,Bom Lugar,740
3201605,Camacho,741
2800506,Alvorada do Norte,742
3541901,São José do Rio Pardo,743
1600212,Muriaé,744
3541802,Marinópolis,745
1600204,Inácio Martins,746
3541653,Niterói,747
3541901,Cerro Corá,748
3541505,Paula Cândido,749
3541653,Caucaia,750
2800209,Brejo,751
2800605,Santa Bárbara do Sul,752
3541802,Capelinha,753
3201704,Berizal,754
3541901,Teotônio Vilela,755
2200301,Lavras,756
2800308,Nova Esperança,757
2800506,Rio do Sul,758
2200053,Virgínia,759
3201308,Guaíba,760
2200301,Pedras de Maria da Cruz,761
1600253,Tupanciretã,762
2200202,Cuiabá,763
3541604,Buriticupu,764
3201605,Capela,765
2800308,Diamante,766
3541703,Amarante do Maranhão,767
3201209,Cabo Frio,768
2800605,Paraguaçu Paulista,769
1600204,Maçambará,770
3541604,Campina Grande do Sul,771
1600253,Macaparana,772
2800308,Lajedo,773
2800308,Brejo Alegre,774
2200053,Paranacity,775
2200301,Matina,776
2200301,Lagoa do Tocantins,777
2200103,União do Sul,778
2200103,Silva Jardim,779
3541653,Funilândia,780
2200251,Tefé,781
1600204,Miradouro,782
3201704,Armazém,783
2200202,Motuca,784
3201407,Ciríaco,785
2200103,Marechal Thaumaturgo,786
2200301,Cachoeira Dourada,787
1600238,Inajá,788
3201704,Conceição do Coité,789
3541653,Crissiumal,790
2200251,Matias Cardoso,791
2200053,Nazareno,792
3541703,Vila Propício,793
2200202,Lajeado do Bugre,794
1600212,Prata,795
2200301,Ibaretama,796
3541505,Cortês,797
2200301,Primeiro de Maio,798
2200202,Araguainha,799
2800506,Bocaina do Sul,800
2800308,Martinópolis,801
1600105,Santana do Garambéu,802
3201704,Vertentes,803
1600204,Bom Jardim de Minas,804
2800605,Arinos,805
3201209,Presidente Getúlio,806
1600212,Taperoá,807
2800308,Cascavel,808
2200103,Taipu,809
1600105,Dom Feliciano,810
1600253,Salinas da Margarida,811
2800506,Ipumirim,812
1600238,Itaocara,813
2200277,Jundiaí do Sul,814
2800506,Congo,815
2200053,Quatro Irmãos,816
2800308,Cândido Mendes,817
2800308,Cidade Gaúcha,818
2800209,Santa Cruz do Arari,819
1600204,Manaus,820
3201308,Centralina,821
3201605,Cerejeiras,822
2200251,Bonfim,823
2200251,Monte Belo,824
3201407,Igarapé-Açu,825
3541802,Brochier,826
2200301,Milhã,827
1600204,Campo Novo,828
3201209,Bela Vista do Paraíso,829
2200301,Cordeiros,830
2800209,Coronel Vivida,831
3201308,Serra do Mel,832
3201209,Colinas,833
2200277,Pará de Minas,834
3201704,Serra dos Aimorés,835
3541604,Alto Rio Doce,836
2800407,Ibatiba,837
1600105,Venâncio Aires,838
3201308,Tucumã,839
3541505,Conceição do Jacuípe,840
3541901,São Luís Gonzaga do Maranhão,841
2200053,Cubatão,842
1600212,Arealva,843
2200202,Relvado,844
1600238,Santo Antônio do Sudoeste,845
3201605,Mato Verde,846
3541901,Nova Veneza,847
3201605,Madalena,848
1600253,Pratânia,849
1600238,Belo Campo,850
3201209,Guaraciaba,851
3201605,São José do Mantimento,852
2800605,Campos Novos Paulista,853
3541703,Ribeirão Claro,854
2200277,Marquinho,855
2200251,Remanso,856
3541703,Feira Nova,857
3201506,São Gonçalo,858
2200251,Ibiraçu,859
3541505,Ipiranga,860
2800605,São João do Paraíso,861
3541653,Filadélfia,862
3541604,Catuti,863
2200103,Bombinhas,864
2800407,Caldeirão Grande,865
2200251,Guapó,866
3201308,João Monlevade,867
1600204,Formosa da Serra Negra,868
2200251,Tio Hugo,869
2200301,Celso Ramos,870
3541653,Pedra Branca do Amapari,871
3541703,Varzelândia,872
2800407,Governador Edison Lobão,873
3541653,Clevelândia,874
2800605,Terra Santa,875
2200277,Paulo Lopes,876
3201209,São Fernando,877
3201605,Jequitaí,878
2800605,Itabaiana,879
3201209,São Pedro da Aldeia,880
3541703,Redenção,881
2800605,Bragança,882
3201308,Taquari,883
2200301,Joanópolis,884
3541703,São Francisco de Itabapoana,885
3541653,Curitiba,886
3201407,Caiçara do Rio do Vento,887
2800605,Guariba,888
2800605,Minador do Negrão,889
1600253,Cesário Lange,890
3541604,Cacoal,891
2800209,Paiçandu,892
3201704,Vitória de Santo Antão,893
2800407,Indianópolis,894
3201704,Flórida,895
3201704,Pedro Canário,896
3541703,Paraíso do Sul,897
2200053,Campo Verde,898
3541802,Dirceu Arcoverde,899
1600212,Treviso,900
2200053,Marechal Floriano,901
1600212,Goioerê,902
2200202,Santa Cruz de Goiás,903
2800308,Capanema,904
3541901,Cocal,905
2800506,Frei Miguelinho,906
3541802,Goianorte,907
2200103,Ribeirão Preto,908
3541703,Filadélfia,909
2200103,Ubatã,910
3201308,Lago do Junco,911
2800308,Barão de Antonina,912
2200251,São Simão,913
1600253,Santa Helena,914
2200053,Carapicuíba,915
3201308,Capivari do Sul,916
2200053,Dom Pedro,917
1600204,Porto Alegre do Piauí,918
2200301,Itagimirim,919
2800407,Capão Alto,920
3201209,Ibiá,921
2800308,Matinhas,922
2200103,Porto Calvo,923
1600204,Itajá,924
3541505,São Miguel do Anta,925
1600238,Coqueiro Seco,926
2800506,Queluz,927
1600238,Morungaba,928
1600238,Araguacema,929
2200202,Manfrinópolis,930
1600212,Santa Helena,931
2800605,Medina,932
2800605,Córrego do Ouro,933
2200251,Ipuaçu,934
3541802,Piritiba,935
2800308,Silves,936
1600212,São José do Seridó,937
1600238,Barra Bonita,938
3541901,Boa Vista,939
2200301,Macedônia,940
1600204,Água Fria de Goiás,941
2200053,Ubarana,942
1600212,Mogi Guaçu,943
3201506,Roque Gonzales,944
3201506,Igarapé-Miri,945
1600105,Jaguarão,946
2200301,José Raydan,947
2200277,Chuvisca,948
3541604,Ivorá,949
3201209,Frei Rogério,950
1600204,Carlinda,951
2800605,São Pedro da Água Branca,952
3541653,Vanini,953
3201407,Careiro,954
2200277,São Francisco do Sul,955
3201704,Itaberaí,956
3201704,Altamira,957
3201704,Iraí,958
2800209,Governador Celso Ramos,959
2800209,Óbidos,960
2200251,Luís Domingues,961
1600253,Comendador Gomes,962
1600105,Brotas,963
3541604,Três Lagoas,964
1600105,Doutor Maurício Cardoso,965
1600212,Laguna Carapã,966
1600238,Jumirim,967
3201605,Monte Santo,968
3541901,Humaitá,969
3541653,Matozinhos,970
1600253,São Domingos do Prata,971
2800209,Jaqueira,972
2200053,Guapiara,973
2200053,Santa Rita de Jacutinga,974
3541505,Rio Branco do Ivaí,975
3541653,Nova Olinda do Maranhão,976
1600204,São Joaquim,977
3541802,Iguaba Grande,978
1600105,Itapiranga,979
2800407,Carmo do Rio Claro,980
3201209,Barão de Melgaço,981
3201704,Sinimbu,982
2200053,Rio das Pedras,983
2200202,Catanduvas,984
2800308,Frei Lagonegro,985
1600238,Lucianópolis,986
2200301,Nepomuceno,987
2800506,Porangaba,988
2200202,Iretama,989
2800506,Rancho Alegre,990
3201704,Perdões,991
3201506,Chapadão do Lageado,992
1600212,Irará,993
3201506,Santo Antônio do Itambé,994
3541505,Água Branca,995
3541901,Matupá,996
3201308,Santo Antônio do Grama,997
3541901,Firminópolis,998
3201308,Pedrinópolis,999
3541505,Astolfo Dutra,1000
2200103,Alagoinha,1001
3201704,Guaíra,1002
2200251,Ribeirãozinho,1003
3201209,Mariápolis,1004
3541901,Colorado,1005
2200103,Descoberto,1006
1600212,Tailândia,1007
